WINDOW_ID(PK)	MASTER_NAME(PK)	LANG(PK)	LANG_VALUE	REGIST_USER	REGIST_DATE	UPDATE_USER	UPDATE_DATE	UPDATE_CNT	DEL_FLG
WR_0001	LOGIN	KOR	로그인	SYSTEM	2021-06-28 21:55:00.0	SYSTEM	2021-06-28 21:55:00.0	0	0
